cidade,uf,regiao,codmun,pop_dou_2017,Jornal,Online,Rádio,Revista,Televisão,tipos_existentes,total_fontes,fontes_100k_hab
MARCIONÍLIO SOUZA,BA,Nordeste,2920809,10931,0,0,0,0,0,Nenhum,0,0
MARCO,CE,Nordeste,2307809,26981,0,0,0,0,0,Nenhum,0,0
MARCOLÂNDIA,PI,Nordeste,2205953,8342,0,0,0,0,0,Nenhum,0,0
MARCOS PARENTE,PI,Nordeste,2206001,4478,0,0,0,0,0,Nenhum,0,0
MARECHAL CÂNDIDO RONDON,PR,Sul,4114609,51795,1,2,3,0,0,Vários,6,11.5841297422531
MARECHAL DEODORO,AL,Nordeste,2704708,52260,0,0,1,0,0,Um,1,1.91350937619594
MARECHAL FLORIANO,ES,Sudeste,3203346,16545,0,0,0,0,0,Nenhum,0,0
MARECHAL THAUMATURGO,AC,Norte,1200351,17897,0,0,0,0,0,Nenhum,0,0
MAREMA,SC,Sul,4210555,1906,0,0,0,0,0,Nenhum,0,0
MARI,PB,Nordeste,2509107,21854,0,0,0,0,0,Nenhum,0,0
MARIA DA FÉ,MG,Sudeste,3139904,14488,0,0,0,0,1,Um,1,6.90226394257316
MARIA HELENA,PR,Sul,4114708,5932,0,0,0,0,0,Nenhum,0,0
MARIALVA,PR,Sul,4114807,34955,0,0,2,0,0,Um,2,5.72164211128594
MARIANA,MG,Sudeste,3140001,59857,5,1,2,0,3,Vários,11,18.3771321649932
MARIANA PIMENTEL,RS,Sul,4311981,3932,0,0,0,0,0,Nenhum,0,0
MARIANO MORO,RS,Sul,4312005,2190,0,0,0,0,1,Um,1,45.662100456621
MARIANÓPOLIS DO TOCANTINS,TO,Norte,1712504,5054,0,0,0,0,0,Nenhum,0,0
MARIÁPOLIS,SP,Sudeste,3528908,4087,0,0,0,0,0,Nenhum,0,0
MARIBONDO,AL,Nordeste,2704807,13514,0,0,0,0,1,Um,1,7.39973360959005
MARICÁ,RJ,Sudeste,3302700,153008,5,1,0,0,1,Vários,7,4.57492418697062
MARILAC,MG,Sudeste,3140100,4254,0,0,0,0,1,Um,1,23.5072872590503
MARILÂNDIA,ES,Sudeste,3203353,12602,0,0,0,0,0,Nenhum,0,0
MARILÂNDIA DO SUL,PR,Sul,4114906,9068,0,0,0,0,0,Nenhum,0,0
MARILENA,PR,Sul,4115002,7166,0,0,0,0,0,Nenhum,0,0
MARÍLIA,SP,Sudeste,3529005,235234,5,3,5,0,0,Vários,13,5.52641199826556
MARILUZ,PR,Sul,4115101,10555,0,0,0,0,0,Nenhum,0,0
MARINGÁ,PR,Sul,4115200,406693,7,3,13,0,7,Vários,30,7.37657151709029
MARINÓPOLIS,SP,Sudeste,3529104,2140,0,0,0,0,0,Nenhum,0,0
MÁRIO CAMPOS,MG,Sudeste,3140159,14988,0,0,0,0,0,Nenhum,0,0
MARIÓPOLIS,PR,Sul,4115309,6638,0,0,0,0,0,Nenhum,0,0
MARIPÁ,PR,Sul,4115358,5776,0,0,0,0,0,Nenhum,0,0
MARIPÁ DE MINAS,MG,Sudeste,3140209,2979,0,0,0,0,1,Um,1,33.5683115139309
MARITUBA,PA,Norte,1504422,127858,0,0,0,0,0,Nenhum,0,0
MARIZÓPOLIS,PB,Nordeste,2509156,6614,0,0,1,0,0,Um,1,15.1194436044754
MARLIÉRIA,MG,Sudeste,3140308,4129,0,0,0,0,1,Um,1,24.2189392104626
MARMELEIRO,PR,Sul,4115408,14539,0,0,1,0,0,Um,1,6.87805213563519
MARMELÓPOLIS,MG,Sudeste,3140407,2900,0,0,0,0,0,Nenhum,0,0
MARQUES DE SOUZA,RS,Sul,4312054,4159,0,0,0,0,0,Nenhum,0,0
MARQUINHO,PR,Sul,4115457,4725,0,0,0,0,0,Nenhum,0,0
MARTINHO CAMPOS,MG,Sudeste,3140506,13436,0,0,1,0,0,Um,1,7.44269127716582
MARTINÓPOLE,CE,Nordeste,2307908,11082,0,0,0,0,0,Nenhum,0,0
MARTINÓPOLIS,SP,Sudeste,3529203,26123,1,0,2,0,0,Vários,3,11.4841327565747
MARTINS,RN,Nordeste,2407401,8793,0,0,1,0,0,Um,1,11.3726828158763
MARTINS SOARES,MG,Sudeste,3140530,8172,0,0,0,0,0,Nenhum,0,0
MARUIM,SE,Nordeste,2804003,17297,0,0,0,0,0,Nenhum,0,0
MARUMBI,PR,Sul,4115507,4765,0,0,0,0,0,Nenhum,0,0
MARZAGÃO,GO,Centro-Oeste,5212907,2226,0,0,0,0,0,Nenhum,0,0
MASCOTE,BA,Nordeste,2920908,14728,0,0,0,0,0,Nenhum,0,0
MASSAPÊ,CE,Nordeste,2308005,38210,0,0,2,0,0,Um,2,5.23423187647213
MASSAPÊ DO PIAUÍ,PI,Nordeste,2206050,6338,0,0,0,0,0,Nenhum,0,0
MASSARANDUBA,PB,Nordeste,2509206,13853,0,0,0,0,0,Nenhum,0,0
MASSARANDUBA,SC,Sul,4210605,16455,0,0,0,0,0,Nenhum,0,0
MATA,RS,Sul,4312104,5124,0,0,0,0,0,Nenhum,0,0
MATA DE SÃO JOÃO,BA,Nordeste,2921005,46998,0,0,1,0,0,Um,1,2.12775011702626
MATA GRANDE,AL,Nordeste,2705002,25589,0,0,0,0,1,Um,1,3.90792918832311
MATA ROMA,MA,Nordeste,2106409,16745,0,0,0,0,1,Um,1,5.97193191997611
MATA VERDE,MG,Sudeste,3140555,8539,0,0,0,0,0,Nenhum,0,0
MATÃO,SP,Sudeste,3529302,82307,2,0,3,0,3,Vários,8,9.71970792277692
MATARACA,PB,Nordeste,2509305,8466,0,0,0,0,1,Um,1,11.8119536971415
MATEIROS,TO,Norte,1712702,2614,0,0,0,0,0,Nenhum,0,0
MATELÂNDIA,PR,Sul,4115606,17640,1,0,1,0,0,Vários,2,11.3378684807256
MATERLÂNDIA,MG,Sudeste,3140605,4619,0,0,0,0,1,Um,1,21.6497077289457
MATEUS LEME,MG,Sudeste,3140704,30678,1,0,0,0,0,Um,1,3.25966490644762
MATHIAS LOBATO,MG,Sudeste,3171501,3342,0,0,0,0,0,Nenhum,0,0
MATIAS BARBOSA,MG,Sudeste,3140803,14449,0,0,0,0,0,Nenhum,0,0
MATIAS CARDOSO,MG,Sudeste,3140852,10999,0,0,0,0,0,Nenhum,0,0
MATIAS OLÍMPIO,PI,Nordeste,2206100,10759,0,0,0,0,0,Nenhum,0,0
MATINA,BA,Nordeste,2921054,12488,0,0,0,0,0,Nenhum,0,0
MATINHA,MA,Nordeste,2106508,23091,0,0,0,0,1,Um,1,4.33069161145035
MATINHAS,PB,Nordeste,2509339,4537,0,0,0,0,0,Nenhum,0,0
MATINHOS,PR,Sul,4115705,33450,0,0,1,0,0,Um,1,2.98953662182362
MATIPÓ,MG,Sudeste,3140902,18914,0,0,0,0,1,Um,1,5.28708892883578
MATO CASTELHANO,RS,Sul,4312138,2574,0,0,0,0,0,Nenhum,0,0
MATO GROSSO,PB,Nordeste,2509370,2915,0,0,0,0,0,Nenhum,0,0
MATO LEITÃO,RS,Sul,4312153,4276,0,0,0,0,0,Nenhum,0,0
MATO QUEIMADO,RS,Sul,4312179,1780,0,0,0,0,0,Nenhum,0,0
MATO RICO,PR,Sul,4115739,3576,0,0,0,0,0,Nenhum,0,0
MATO VERDE,MG,Sudeste,3141009,12849,0,0,1,0,1,Vários,2,15.5654136508678
MATÕES,MA,Nordeste,2106607,33374,0,0,0,0,0,Nenhum,0,0
MATÕES DO NORTE,MA,Nordeste,2106631,16908,0,0,0,0,0,Nenhum,0,0
MATOS COSTA,SC,Sul,4210704,2614,0,0,0,0,1,Um,1,38.2555470543229
MATOZINHOS,MG,Sudeste,3141108,37344,1,0,0,0,0,Um,1,2.67780634104542
MATRINCHÃ,GO,Centro-Oeste,5212956,4490,0,0,0,0,0,Nenhum,0,0
MATRIZ DE CAMARAGIBE,AL,Nordeste,2705101,25012,0,0,0,0,1,Um,1,3.99808092115784
MATUPÁ,MT,Centro-Oeste,5105606,15870,0,0,1,0,3,Vários,4,25.2047889098929
MATURÉIA,PB,Nordeste,2509396,6587,0,0,0,0,0,Nenhum,0,0
MATUTINA,MG,Sudeste,3141207,3846,0,0,0,0,1,Um,1,26.0010400416017
MAUÁ,SP,Sudeste,3529401,462005,4,2,0,0,0,Vários,6,1.29868724364455
MAUÁ DA SERRA,PR,Sul,4115754,10039,0,0,0,0,0,Nenhum,0,0
MAUÉS,AM,Norte,1302900,62212,0,0,2,0,0,Um,2,3.21481386227737
MAURILÂNDIA,GO,Centro-Oeste,5213004,13379,0,0,0,0,1,Um,1,7.4744001793856
MAURILÂNDIA DO TOCANTINS,TO,Norte,1712801,3409,0,0,0,0,0,Nenhum,0,0
MAURITI,CE,Nordeste,2308104,46548,0,0,0,0,0,Nenhum,0,0
MAXARANGUAPE,RN,Nordeste,2407500,12223,0,0,0,0,0,Nenhum,0,0
MAXIMILIANO DE ALMEIDA,RS,Sul,4312203,4804,0,0,0,0,1,Um,1,20.8159866777685
MAZAGÃO,AP,Norte,1600402,20387,0,0,0,0,0,Nenhum,0,0
MEDEIROS,MG,Sudeste,3141306,3765,0,0,1,0,0,Um,1,26.5604249667995
MEDEIROS NETO,BA,Nordeste,2921104,23586,0,0,1,0,1,Vários,2,8.47960654625625
MEDIANEIRA,PR,Sul,4115804,45586,3,1,4,0,1,Vários,9,19.7429035230114
MEDICILÂNDIA,PA,Norte,1504455,30726,0,0,0,0,0,Nenhum,0,0
MEDINA,MG,Sudeste,3141405,21409,0,0,1,0,0,Um,1,4.67093278527722
MELEIRO,SC,Sul,4210803,7047,0,0,0,0,0,Nenhum,0,0
MELGAÇO,PA,Norte,1504505,26897,0,0,0,0,0,Nenhum,0,0
MENDES,RJ,Sudeste,3302809,18123,0,0,0,0,1,Um,1,5.51785024554434
MENDES PIMENTEL,MG,Sudeste,3141504,6564,0,0,0,0,1,Um,1,15.2346130408288
MENDONÇA,SP,Sudeste,3529500,5302,0,0,0,0,0,Nenhum,0,0
MERCEDES,PR,Sul,4115853,5476,0,0,0,0,0,Nenhum,0,0
MERCÊS,MG,Sudeste,3141603,10868,0,0,0,0,1,Um,1,9.20132499079867
MERIDIANO,SP,Sudeste,3529609,3892,0,0,0,0,0,Nenhum,0,0
MERUOCA,CE,Nordeste,2308203,14948,0,0,0,0,0,Nenhum,0,0
MESÓPOLIS,SP,Sudeste,3529658,1926,0,0,0,0,0,Nenhum,0,0
MESQUITA,MG,Sudeste,3141702,5911,0,0,0,0,1,Um,1,16.9176112332939
MESQUITA,RJ,Sudeste,3302858,171280,3,0,0,0,0,Um,3,1.75151798225128
MESSIAS,AL,Nordeste,2705200,17988,0,0,0,0,0,Nenhum,0,0
MESSIAS TARGINO,RN,Nordeste,2407609,4608,0,0,0,0,0,Nenhum,0,0
MIGUEL ALVES,PI,Nordeste,2206209,33209,0,0,1,0,0,Um,1,3.01123189496823
MIGUEL CALMON,BA,Nordeste,2921203,27520,0,0,1,0,1,Vários,2,7.26744186046512
MIGUEL LEÃO,PI,Nordeste,2206308,1228,0,0,0,0,0,Nenhum,0,0
MIGUEL PEREIRA,RJ,Sudeste,3302908,24871,5,1,0,0,1,Vários,7,28.1452293836195
MIGUELÓPOLIS,SP,Sudeste,3529708,21973,0,0,1,0,0,Um,1,4.55103991262003
MILAGRES,BA,Nordeste,2921302,11585,0,0,0,0,1,Um,1,8.63185153215365
MILAGRES,CE,Nordeste,2308302,28231,0,0,0,0,0,Nenhum,0,0
MILAGRES DO MARANHÃO,MA,Nordeste,2106672,8326,0,0,0,0,0,Nenhum,0,0
MILHÃ,CE,Nordeste,2308351,13136,0,0,0,0,0,Nenhum,0,0
MILTON BRANDÃO,PI,Nordeste,2206357,6511,0,0,0,0,0,Nenhum,0,0
MIMOSO DE GOIÁS,GO,Centro-Oeste,5213053,2702,0,0,0,0,0,Nenhum,0,0
MIMOSO DO SUL,ES,Sudeste,3203403,27388,0,0,0,0,1,Um,1,3.65123411713159
MINAÇU,GO,Centro-Oeste,5213087,30696,2,0,1,0,0,Vários,3,9.77326035965598
MINADOR DO NEGRÃO,AL,Nordeste,2705309,5413,0,0,0,0,0,Nenhum,0,0
MINAS DO LEÃO,RS,Sul,4312252,8059,0,0,0,0,0,Nenhum,0,0
MINAS NOVAS,MG,Sudeste,3141801,32009,0,0,1,0,1,Vários,2,6.24824268174576
MINDURI,MG,Sudeste,3141900,3970,0,0,1,0,1,Vários,2,50.3778337531486
MINEIROS,GO,Centro-Oeste,5213103,62750,1,0,2,0,1,Vários,4,6.37450199203187
MINEIROS DO TIETÊ,SP,Sudeste,3529807,12812,0,0,0,0,0,Nenhum,0,0
MINISTRO ANDREAZZA,RO,Norte,1101203,10751,0,0,0,0,0,Nenhum,0,0
MIRA ESTRELA,SP,Sudeste,3530003,3045,0,0,0,0,0,Nenhum,0,0
MIRABELA,MG,Sudeste,3142007,13726,0,0,0,0,0,Nenhum,0,0
MIRACATU,SP,Sudeste,3529906,20288,0,0,0,0,1,Um,1,4.92902208201893
MIRACEMA,RJ,Sudeste,3303005,26551,2,0,1,0,1,Vários,4,15.0653459380061
MIRACEMA DO TOCANTINS,TO,Norte,1713205,19055,1,0,1,0,0,Vários,2,10.4959328260299
MIRADOR,MA,Nordeste,2106706,20613,0,0,0,0,1,Um,1,4.85130742735167
MIRADOR,PR,Sul,4115903,2314,0,0,0,0,0,Nenhum,0,0
MIRADOURO,MG,Sudeste,3142106,10837,0,0,0,0,1,Um,1,9.22764602749839
MIRAGUAÍ,RS,Sul,4312302,4975,0,0,1,0,0,Um,1,20.1005025125628
MIRAÍ,MG,Sudeste,3142205,14946,0,0,1,0,1,Vários,2,13.3815067576609
MIRAÍMA,CE,Nordeste,2308377,13583,0,0,0,0,0,Nenhum,0,0
MIRANDA,MS,Centro-Oeste,5005608,27525,2,0,0,0,2,Vários,4,14.5322434150772
MIRANDA DO NORTE,MA,Nordeste,2106755,28456,0,0,0,0,0,Nenhum,0,0
MIRANDIBA,PE,Nordeste,2609303,15270,0,0,1,0,0,Um,1,6.54878847413229
MIRANDÓPOLIS,SP,Sudeste,3530102,29315,0,0,1,0,1,Vários,2,6.82244584683609
MIRANGABA,BA,Nordeste,2921401,18729,0,0,0,0,1,Um,1,5.33931336430135
MIRANORTE,TO,Norte,1713304,13426,0,0,0,0,0,Nenhum,0,0
MIRANTE,BA,Nordeste,2921450,9578,0,0,0,0,0,Nenhum,0,0
MIRANTE DA SERRA,RO,Norte,1101302,12258,0,0,1,0,0,Um,1,8.15793767335618
MIRANTE DO PARANAPANEMA,SP,Sudeste,3530201,18130,0,0,0,0,1,Um,1,5.51571980143409
MIRASELVA,PR,Sul,4116000,1875,0,0,0,0,0,Nenhum,0,0
MIRASSOL,SP,Sudeste,3530300,58760,3,0,2,0,0,Vários,5,8.50918992511913
MIRASSOL D'OESTE,MT,Centro-Oeste,5105622,26768,0,0,1,0,0,Um,1,3.73580394500897
MIRASSOLÂNDIA,SP,Sudeste,3530409,4758,0,0,0,0,0,Nenhum,0,0
MIRAVÂNIA,MG,Sudeste,3142254,4885,0,0,0,0,0,Nenhum,0,0
MIRIM DOCE,SC,Sul,4210852,2374,0,0,0,0,0,Nenhum,0,0
MIRINZAL,MA,Nordeste,2106805,14744,0,0,0,0,0,Nenhum,0,0
MISSAL,PR,Sul,4116059,10879,0,0,0,0,0,Nenhum,0,0
MISSÃO VELHA,CE,Nordeste,2308401,35409,0,0,0,0,0,Nenhum,0,0
MOCAJUBA,PA,Norte,1504604,30277,0,0,0,0,1,Um,1,3.30283713710077
MOCOCA,SP,Sudeste,3530508,68994,2,0,2,0,2,Vários,6,8.69640838333768
MODELO,SC,Sul,4210902,4192,0,0,1,0,1,Vários,2,47.7099236641221
MOEDA,MG,Sudeste,3142304,4957,0,0,0,0,1,Um,1,20.1734920314706
MOEMA,MG,Sudeste,3142403,7525,0,0,0,0,1,Um,1,13.2890365448505
MOGEIRO,PB,Nordeste,2509404,13286,0,0,0,0,0,Nenhum,0,0
MOGI DAS CRUZES,SP,Sudeste,3530607,433901,10,8,3,0,3,Vários,24,5.53121564596532
MOGI GUAÇU,SP,Sudeste,3530706,149396,5,2,2,0,2,Vários,11,7.36298160593322
MOGI MIRIM,SP,Sudeste,3530805,92365,3,0,4,0,1,Vários,8,8.66128944946679
MOIPORÁ,GO,Centro-Oeste,5213400,1666,0,0,0,0,1,Um,1,60.0240096038415
MOITA BONITA,SE,Nordeste,2804102,11438,0,0,0,0,0,Nenhum,0,0
MOJU,PA,Norte,1504703,79825,0,0,0,0,0,Nenhum,0,0
MOJUÍ DOS CAMPOS,PA,Norte,1504752,15646,0,0,0,0,0,Nenhum,0,0
MOMBAÇA,CE,Nordeste,2308500,43735,1,0,2,0,0,Vários,3,6.85949468389162
MOMBUCA,SP,Sudeste,3530904,3470,0,0,0,0,0,Nenhum,0,0
MONÇÃO,MA,Nordeste,2106904,33156,0,0,1,0,0,Um,1,3.01604536132223
MONÇÕES,SP,Sudeste,3531001,2249,0,0,0,0,0,Nenhum,0,0
MONDAÍ,SC,Sul,4211009,11496,0,0,1,0,1,Vários,2,17.3973556019485
MONGAGUÁ,SP,Sudeste,3531100,54257,1,0,0,0,1,Vários,2,3.68616031111193
MONJOLOS,MG,Sudeste,3142502,2327,0,0,0,0,0,Nenhum,0,0
MONSENHOR GIL,PI,Nordeste,2206407,10409,0,0,0,0,0,Nenhum,0,0
MONSENHOR HIPÓLITO,PI,Nordeste,2206506,7621,0,0,0,0,0,Nenhum,0,0
MONSENHOR PAULO,MG,Sudeste,3142601,8711,0,0,0,0,1,Um,1,11.4797382619676
MONSENHOR TABOSA,CE,Nordeste,2308609,17038,0,0,0,0,1,Um,1,5.86923347810776
MONTADAS,PB,Nordeste,2509503,5691,0,0,0,0,0,Nenhum,0,0
MONTALVÂNIA,MG,Sudeste,3142700,15603,0,0,0,0,1,Um,1,6.40902390565917
MONTANHA,ES,Sudeste,3203502,19391,2,0,0,0,0,Um,2,10.3140632252076
MONTANHAS,RN,Nordeste,2407708,11503,0,0,0,0,1,Um,1,8.69338433452143
MONTAURI,RS,Sul,4312351,1545,0,0,0,0,0,Nenhum,0,0
MONTE ALEGRE,PA,Norte,1504802,56466,1,1,0,0,1,Vários,3,5.31293167569865
MONTE ALEGRE,RN,Nordeste,2407807,22462,0,0,0,0,0,Nenhum,0,0
MONTE ALEGRE DE GOIÁS,GO,Centro-Oeste,5213509,8464,0,0,0,0,0,Nenhum,0,0
MONTE ALEGRE DE MINAS,MG,Sudeste,3142809,21095,0,0,1,0,1,Vários,2,9.48091964920597
MONTE ALEGRE DE SERGIPE,SE,Nordeste,2804201,15177,0,0,0,0,0,Nenhum,0,0
MONTE ALEGRE DO PIAUÍ,PI,Nordeste,2206605,10448,0,0,0,0,0,Nenhum,0,0
MONTE ALEGRE DO SUL,SP,Sudeste,3531209,7871,0,0,0,0,1,Um,1,12.7048659636641
MONTE ALEGRE DOS CAMPOS,RS,Sul,4312377,3249,0,0,0,0,0,Nenhum,0,0
MONTE ALTO,SP,Sudeste,3531308,49979,3,0,4,0,0,Vários,7,14.0058824706377
MONTE APRAZÍVEL,SP,Sudeste,3531407,24393,1,0,0,0,1,Vários,2,8.19907350469397
MONTE AZUL,MG,Sudeste,3142908,21783,0,0,0,0,1,Um,1,4.59073589496396
MONTE AZUL PAULISTA,SP,Sudeste,3531506,19234,2,0,2,0,0,Vários,4,20.7965061869606
MONTE BELO,MG,Sudeste,3143005,13453,0,0,1,0,1,Vários,2,14.8665725117074
MONTE BELO DO SUL,RS,Sul,4312385,2689,0,0,0,0,0,Nenhum,0,0
MONTE CARLO,SC,Sul,4211058,9785,0,0,0,0,1,Um,1,10.2197240674502
MONTE CARMELO,MG,Sudeste,3143104,48248,1,0,1,0,2,Vários,4,8.2904990880451
MONTE CASTELO,SC,Sul,4211108,8471,0,0,0,0,1,Um,1,11.8049817022784
MONTE CASTELO,SP,Sudeste,3531605,4190,0,0,0,0,0,Nenhum,0,0
MONTE DAS GAMELEIRAS,RN,Nordeste,2407906,2178,0,0,0,0,0,Nenhum,0,0
MONTE DO CARMO,TO,Norte,1713601,7770,0,0,0,0,0,Nenhum,0,0
MONTE FORMOSO,MG,Sudeste,3143153,4936,0,0,0,0,0,Nenhum,0,0
MONTE HOREBE,PB,Nordeste,2509602,4825,0,0,0,0,0,Nenhum,0,0
MONTE MOR,SP,Sudeste,3531803,57240,1,0,0,0,0,Um,1,1.74703004891684
MONTE NEGRO,RO,Norte,1101401,16186,0,0,0,0,0,Nenhum,0,0
MONTE SANTO,BA,Nordeste,2921500,51953,0,0,1,0,0,Um,1,1.92481666121302
MONTE SANTO DE MINAS,MG,Sudeste,3143203,21949,0,0,2,0,1,Vários,3,13.6680486582532
MONTE SANTO DO TOCANTINS,TO,Norte,1713700,2264,0,0,0,0,0,Nenhum,0,0
MONTE SIÃO,MG,Sudeste,3143401,23444,0,0,1,0,1,Vários,2,8.53096741170449
MONTEIRO,PB,Nordeste,2509701,33294,0,0,2,0,0,Um,2,6.00708836426984
MONTEIRO LOBATO,SP,Sudeste,3531704,4549,0,0,0,0,0,Nenhum,0,0
MONTEIRÓPOLIS,AL,Nordeste,2705408,7260,0,0,0,0,0,Nenhum,0,0
MONTENEGRO,RS,Sul,4312401,63868,3,1,3,0,1,Vários,8,12.5258345337258
MONTES ALTOS,MA,Nordeste,2107001,8889,0,0,0,0,0,Nenhum,0,0
MONTES CLAROS,MG,Sudeste,3143302,402027,4,2,6,0,3,Vários,15,3.73109268780455
MONTES CLAROS DE GOIÁS,GO,Centro-Oeste,5213707,8236,0,0,0,0,1,Um,1,12.1418164157358
MONTEZUMA,MG,Sudeste,3143450,8168,0,0,0,0,0,Nenhum,0,0
MONTIVIDIU,GO,Centro-Oeste,5213756,12566,0,0,1,0,0,Um,1,7.95798185580137
MONTIVIDIU DO NORTE,GO,Centro-Oeste,5213772,4447,0,0,0,0,0,Nenhum,0,0
MORADA NOVA,CE,Nordeste,2308708,61548,0,0,2,0,0,Um,2,3.24949632806915
MORADA NOVA DE MINAS,MG,Sudeste,3143500,8860,0,0,1,0,0,Um,1,11.2866817155756
MORAÚJO,CE,Nordeste,2308807,8636,0,0,0,0,0,Nenhum,0,0
MOREILÂNDIA,PE,Nordeste,2614303,11238,0,0,0,0,0,Nenhum,0,0
MOREIRA SALES,PR,Sul,4116109,12621,0,0,1,0,0,Um,1,7.92330243245385
MORENO,PE,Nordeste,2609402,62119,0,0,0,0,0,Nenhum,0,0
MORMAÇO,RS,Sul,4312427,2986,0,0,0,0,0,Nenhum,0,0
MORPARÁ,BA,Nordeste,2921609,8950,0,0,0,0,0,Nenhum,0,0
MORRETES,PR,Sul,4116208,16540,2,0,0,0,0,Um,2,12.0918984280532
MORRINHOS,CE,Nordeste,2308906,22222,0,0,1,0,0,Um,1,4.50004500045
MORRINHOS,GO,Centro-Oeste,5213806,45382,1,0,2,0,2,Vários,5,11.0175840641664
MORRINHOS DO SUL,RS,Sul,4312443,3166,0,0,0,0,0,Nenhum,0,0
MORRO AGUDO,SP,Sudeste,3531902,32220,2,0,2,0,0,Vários,4,12.4146492861577
MORRO AGUDO DE GOIÁS,GO,Centro-Oeste,5213855,2351,0,0,0,0,0,Nenhum,0,0
MORRO CABEÇA NO TEMPO,PI,Nordeste,2206654,4066,0,0,0,0,0,Nenhum,0,0
MORRO DA FUMAÇA,SC,Sul,4211207,17532,1,0,1,0,1,Vários,3,17.1115674195756
MORRO DA GARÇA,MG,Sudeste,3143609,2595,0,0,0,0,0,Nenhum,0,0
MORRO DO CHAPÉU,BA,Nordeste,2921708,36856,1,0,2,0,1,Vários,4,10.8530497069677
MORRO DO CHAPÉU DO PIAUÍ,PI,Nordeste,2206670,6684,0,0,0,0,0,Nenhum,0,0
MORRO DO PILAR,MG,Sudeste,3143708,3339,0,0,0,0,1,Um,1,29.9490865528601
MORRO GRANDE,SC,Sul,4211256,2915,0,0,0,0,0,Nenhum,0,0
MORRO REDONDO,RS,Sul,4312450,6566,0,0,0,0,0,Nenhum,0,0
MORRO REUTER,RS,Sul,4312476,6183,0,0,0,0,0,Nenhum,0,0
MORROS,MA,Nordeste,2107100,19282,0,0,0,0,0,Nenhum,0,0
MORTUGABA,BA,Nordeste,2921807,12529,0,0,0,0,1,Um,1,7.98148295953388
MORUNGABA,SP,Sudeste,3532009,13232,0,0,0,0,0,Nenhum,0,0
MOSSÂMEDES,GO,Centro-Oeste,5213905,4700,0,0,0,0,1,Um,1,21.2765957446809
MOSSORÓ,RN,Nordeste,2408003,295619,4,3,8,0,2,Vários,17,5.75064525622507
MOSTARDAS,RS,Sul,4312500,12794,1,0,1,0,0,Vários,2,15.6323276535876
MOTUCA,SP,Sudeste,3532058,4676,0,0,0,0,0,Nenhum,0,0
MOZARLÂNDIA,GO,Centro-Oeste,5214002,15125,0,0,0,0,1,Um,1,6.61157024793388
MUANÁ,PA,Norte,1504901,39231,0,0,1,0,0,Um,1,2.54900461369835
MUCAJAÍ,RR,Norte,1400308,16852,0,0,0,0,0,Nenhum,0,0
MUCAMBO,CE,Nordeste,2309003,14377,0,0,0,0,0,Nenhum,0,0
MUCUGÊ,BA,Nordeste,2921906,9957,0,0,0,0,0,Nenhum,0,0
MUÇUM,RS,Sul,4312609,5006,2,0,0,0,1,Vários,3,59.9280862964443
MUCURI,BA,Nordeste,2922003,42072,1,0,1,0,0,Vários,2,4.75375546681879
MUCURICI,ES,Sudeste,3203601,5861,0,0,0,0,0,Nenhum,0,0
MUITOS CAPÕES,RS,Sul,4312617,3156,0,0,0,0,0,Nenhum,0,0
MULITERNO,RS,Sul,4312625,1903,0,0,0,0,0,Nenhum,0,0
MULUNGU,CE,Nordeste,2309102,12831,0,0,0,0,0,Nenhum,0,0
MULUNGU,PB,Nordeste,2509800,9922,0,0,0,0,0,Nenhum,0,0
MULUNGU DO MORRO,BA,Nordeste,2922052,11988,0,0,0,0,0,Nenhum,0,0
MUNDO NOVO,BA,Nordeste,2922102,27364,0,0,0,0,0,Nenhum,0,0
MUNDO NOVO,GO,Centro-Oeste,5214051,5661,0,0,0,0,0,Nenhum,0,0
MUNDO NOVO,MS,Centro-Oeste,5005681,18103,2,0,1,0,1,Vários,4,22.0957852289676
MUNHOZ,MG,Sudeste,3143807,6261,0,0,0,0,1,Um,1,15.9718894745248
MUNHOZ DE MELO,PR,Sul,4116307,3958,0,0,0,0,0,Nenhum,0,0
MUNIZ FERREIRA,BA,Nordeste,2922201,7678,0,0,0,0,0,Nenhum,0,0
MUNIZ FREIRE,ES,Sudeste,3203700,18745,0,0,0,0,1,Um,1,5.33475593491598
MUQUÉM DE SÃO FRANCISCO,BA,Nordeste,2922250,11644,0,0,0,0,0,Nenhum,0,0
MUQUI,ES,Sudeste,3203809,15806,0,0,0,0,1,Um,1,6.32671137542705
MURIAÉ,MG,Sudeste,3143906,108537,9,1,4,0,2,Vários,16,14.7415167178013
MURIBECA,SE,Nordeste,2804300,7683,0,0,0,0,0,Nenhum,0,0
MURICI,AL,Nordeste,2705507,28579,0,0,0,0,1,Um,1,3.49907274572238
MURICI DOS PORTELAS,PI,Nordeste,2206696,8997,0,0,0,0,0,Nenhum,0,0
MURICILÂNDIA,TO,Norte,1713957,3507,0,0,0,0,0,Nenhum,0,0
MURITIBA,BA,Nordeste,2922300,30631,0,0,1,0,0,Um,1,3.26466651431556
MURUTINGA DO SUL,SP,Sudeste,3532108,4453,0,0,0,0,0,Nenhum,0,0
MUTUÍPE,BA,Nordeste,2922409,22998,0,0,1,0,0,Um,1,4.34820419166884
MUTUM,MG,Sudeste,3144003,27528,0,0,0,0,1,Um,1,3.6326649229875
MUTUNÓPOLIS,GO,Centro-Oeste,5214101,3906,0,0,0,0,0,Nenhum,0,0
